,importance
age,0.06480639575552283
txt_has_güçlü,0.0639568923858213
txt_has_olağanüstü,0.06288629912241586
internship_count,0.0588996850788693
txt_has_geliştirmesi_gereken,0.05843590145453833
na_open_source_contribution_count,0.057600692525127825
grad_age,0.05447250377092779
te_department,0.05320192285560314
txt_has_zorluk,0.05286588111780662
txt_contrast_count,0.05203881294456989
na_internship_duration_months,0.05000343810216904
txt_has_dikkat_çekici,0.04842965989360401
na_linkedin_profile_score,0.04533342547956089
te_preferred_social_media_platform,0.04261657597813067
txt_has_engelliyor,0.04133662739401055
txt_has_donanımlı,0.03971179380557273
txt_neg_count,0.036410271810824464
txt_has_başarılı,0.03626306117900822
txt_pos_count,0.035353543226521844
na_english_exam_score,0.033932061463970084
na_github_avg_stars,0.025680166735023702
txt_sent_count,0.022186410897561886
txt_has_etkileyici,0.020987971087898925
freelance_project_count,0.019671853723289515
txt_has_yetersiz,0.009970361349790775
years_since_grad,0.00844456779411041
