student_id,fold
STU_000159,4
STU_000160,4
STU_000161,0
STU_000162,3
STU_000163,3
STU_000164,4
STU_000165,4
STU_000166,4
STU_000167,1
STU_000168,0
STU_000169,1
STU_000170,1
STU_000171,4
STU_000172,2
STU_000173,3
STU_000174,0
STU_000175,2
STU_000176,2
STU_000177,3
STU_000178,2
STU_000179,4
STU_000180,2
STU_000181,4
STU_000182,3
STU_000183,1
STU_000184,3
STU_000185,2
STU_000186,2
STU_000187,2
STU_000188,1
STU_000189,0
STU_000190,0
STU_000191,4
STU_000192,2
STU_000193,0
STU_000194,3
STU_000195,2
STU_000196,3
STU_000197,4
STU_000198,1
STU_000199,1
STU_000200,2
STU_000201,3
STU_000202,4
STU_000203,4
STU_000204,4
STU_000205,3
STU_000206,3
STU_000207,1
STU_000208,3
STU_000209,4
STU_000210,0
STU_000211,2
STU_000212,0
STU_000213,4
STU_000214,3
STU_000215,2
STU_000216,4
STU_000217,1
STU_000218,2
STU_000219,3
STU_000220,3
STU_000221,2
STU_000222,1
STU_000223,2
STU_000224,3
STU_000225,3
STU_000226,0
STU_000227,1
STU_000228,1
STU_000229,1
STU_000230,1
STU_000231,0
STU_000232,3
STU_000233,0
STU_000234,2
STU_000235,4
STU_000236,2
STU_000237,2
STU_000238,2
STU_000239,4
STU_000240,3
STU_000241,3
STU_000242,0
STU_000243,4
STU_000244,0
STU_000245,1
STU_000246,3
STU_000247,2
STU_000248,1
STU_000249,0
STU_000250,4
STU_000251,4
STU_000252,3
STU_000253,2
STU_000254,1
STU_000255,2
STU_000256,1
STU_000257,0
STU_000258,2
STU_000259,4
STU_000260,4
STU_000261,1
STU_000262,2
STU_000263,3
STU_000264,1
STU_000265,2
STU_000266,3
STU_000267,4
STU_000268,4
STU_000269,1
STU_000270,3
STU_000271,2
STU_000272,0
STU_000273,0
STU_000274,4
STU_000275,1
STU_000276,4
STU_000277,1
STU_000278,4
STU_000279,3
STU_000280,2
STU_000281,1
STU_000282,3
STU_000283,0
STU_000284,0
STU_000285,1
STU_000286,3
STU_000287,2
STU_000288,0
STU_000289,3
STU_000290,3
STU_000291,1
STU_000292,0
STU_000293,4
STU_000294,1
STU_000295,2
STU_000296,1
STU_000297,0
STU_000298,4
STU_000299,2
STU_000300,0
STU_000301,4
STU_000302,4
STU_000303,3
STU_000304,1
STU_000305,3
STU_000306,4
STU_000307,3
STU_000308,4
STU_000309,3
STU_000310,3
STU_000311,3
STU_000312,1
STU_000313,1
STU_000314,1
STU_000315,4
STU_000316,3
STU_000317,4
STU_000318,4
STU_000319,3
STU_000320,4
STU_000321,1
STU_000322,1
STU_000323,0
STU_000324,3
STU_000325,3
STU_000326,2
STU_000327,4
STU_000328,1
STU_000329,3
STU_000330,4
STU_000331,0
STU_000332,2
STU_000333,4
STU_000334,0
STU_000335,4
STU_000336,2
STU_000337,4
STU_000338,3
STU_000339,4
STU_000340,4
STU_000341,4
STU_000342,1
STU_000343,1
STU_000344,3
STU_000345,2
STU_000346,4
STU_000347,4
STU_000348,1
STU_000349,0
STU_000350,4
STU_000351,0
STU_000352,2
STU_000353,1
STU_000354,4
STU_000355,4
STU_000356,0
STU_000357,3
STU_000358,3
STU_000359,3
STU_000360,4
STU_000361,3
STU_000362,4
STU_000363,0
STU_000364,2
STU_000365,3
STU_000366,3
STU_000367,1
STU_000368,1
STU_000369,0
STU_000370,1
STU_000371,0
STU_000372,4
STU_000373,3
STU_000374,4
STU_000375,4
STU_000376,0
STU_000377,0
STU_000378,4
STU_000379,4
STU_000380,4
STU_000381,4
STU_000382,2
STU_000383,3
STU_000384,3
STU_000385,1
STU_000386,3
STU_000387,3
STU_000388,3
STU_000389,1
STU_000390,4
STU_000391,2
STU_000392,0
STU_000393,2
STU_000394,3
STU_000395,4
STU_000396,2
STU_000397,4
STU_000398,3
STU_000399,1
STU_000400,2
STU_000401,3
STU_000402,2
STU_000403,2
STU_000404,0
STU_000405,0
STU_000406,4
STU_000407,3
STU_000408,4
STU_000409,2
STU_000410,1
STU_000411,0
STU_000412,4
STU_000413,1
STU_000414,1
STU_000415,4
STU_000416,2
STU_000417,1
STU_000418,0
STU_000419,2
STU_000420,2
STU_000421,2
STU_000422,2
STU_000423,3
STU_000424,2
STU_000425,1
STU_000426,4
STU_000427,1
STU_000428,0
STU_000429,1
STU_000430,0
STU_000431,0
STU_000432,1
STU_000433,4
STU_000434,2
STU_000435,0
STU_000436,3
STU_000437,3
STU_000438,4
STU_000439,0
STU_000440,4
STU_000441,4
STU_000442,1
STU_000443,2
STU_000444,2
STU_000445,2
STU_000446,2
STU_000447,3
STU_000448,2
STU_000449,3
STU_000450,0
STU_000451,2
STU_000452,0
STU_000453,1
STU_000454,2
STU_000455,2
STU_000456,4
STU_000457,1
STU_000458,1
STU_000459,2
STU_000460,2
STU_000461,2
STU_000462,3
STU_000463,1
STU_000464,0
STU_000465,1
STU_000466,1
STU_000467,2
STU_000468,1
STU_000469,1
STU_000470,1
STU_000471,3
STU_000472,1
STU_000473,4
STU_000474,4
STU_000475,3
STU_000476,4
STU_000477,1
STU_000478,3
STU_000479,3
STU_000480,3
STU_000481,0
STU_000482,4
STU_000483,1
STU_000484,3
STU_000485,4
STU_000486,4
STU_000487,1
STU_000488,3
STU_000489,0
STU_000490,0
STU_000491,4
STU_000492,4
STU_000493,4
STU_000494,3
STU_000495,3
STU_000496,3
STU_000497,2
STU_000498,4
STU_000499,3
STU_000500,0
STU_000501,2
STU_000502,2
STU_000503,0
STU_000504,0
STU_000505,1
STU_000506,2
STU_000507,4
STU_000508,1
STU_000509,0
STU_000510,4
STU_000511,1
STU_000512,0
STU_000513,4
STU_000514,1
STU_000515,0
STU_000516,2
STU_000517,4
STU_000518,1
STU_000519,0
STU_000520,2
STU_000521,3
STU_000522,0
STU_000523,2
STU_000524,1
STU_000525,3
STU_000526,2
STU_000527,2
STU_000528,4
STU_000529,4
STU_000530,0
STU_000531,2
STU_000532,3
STU_000533,2
STU_000534,2
STU_000535,2
STU_000536,4
STU_000537,1
STU_000538,3
STU_000539,1
STU_000540,1
STU_000541,2
STU_000542,1
STU_000543,4
STU_000544,4
STU_000545,2
STU_000546,1
STU_000547,0
STU_000548,3
STU_000549,4
STU_000550,2
STU_000551,4
STU_000552,2
STU_000553,1
STU_000554,3
STU_000555,0
STU_000556,0
STU_000557,0
STU_000558,0
STU_000559,4
STU_000560,4
STU_000561,0
STU_000562,1
STU_000563,0
STU_000564,0
STU_000565,1
STU_000566,0
STU_000567,3
STU_000568,1
STU_000569,2
STU_000570,4
STU_000571,1
STU_000572,3
STU_000573,0
STU_000574,0
STU_000575,4
STU_000576,2
STU_000577,1
STU_000578,1
STU_000579,2
STU_000580,2
STU_000581,0
STU_000582,0
STU_000583,2
STU_000584,1
STU_000585,1
STU_000586,1
STU_000587,1
STU_000588,3
STU_000589,1
STU_000590,2
STU_000591,0
STU_000592,1
STU_000593,2
STU_000594,3
STU_000595,4
STU_000596,0
STU_000597,0
STU_000598,1
STU_000599,2
STU_000600,1
STU_000601,4
STU_000602,4
STU_000603,1
STU_000604,1
STU_000605,3
STU_000606,4
STU_000607,2
STU_000608,3
STU_000609,2
STU_000610,0
STU_000611,2
STU_000612,0
STU_000613,0
STU_000614,4
STU_000615,4
STU_000616,2
STU_000617,4
STU_000618,3
STU_000619,1
STU_000620,3
STU_000621,0
STU_000622,3
STU_000623,3
STU_000624,1
STU_000625,1
STU_000626,2
STU_000627,1
STU_000628,3
STU_000629,2
STU_000630,2
STU_000631,2
STU_000632,2
STU_000633,0
STU_000634,4
STU_000635,4
STU_000636,1
STU_000637,4
STU_000638,4
STU_000639,1
STU_000640,4
STU_000641,3
STU_000642,2
STU_000643,1
STU_000644,4
STU_000645,3
STU_000646,2
STU_000647,0
STU_000648,3
STU_000649,3
STU_000650,2
STU_000651,2
STU_000652,3
STU_000653,1
STU_000654,3
STU_000655,4
STU_000656,0
STU_000657,0
STU_000658,3
STU_000659,2
STU_000660,3
STU_000661,2
STU_000662,1
STU_000663,1
STU_000664,2
STU_000665,1
STU_000666,0
STU_000667,1
STU_000668,1
STU_000669,0
STU_000670,2
STU_000671,4
STU_000672,0
STU_000673,4
STU_000674,1
STU_000675,1
STU_000676,2
STU_000677,2
STU_000678,3
STU_000679,3
STU_000680,3
STU_000681,1
STU_000682,1
STU_000683,0
STU_000684,3
STU_000685,4
STU_000686,1
STU_000687,4
STU_000688,1
STU_000689,1
STU_000690,2
STU_000691,1
STU_000692,1
STU_000693,1
STU_000694,4
STU_000695,2
STU_000696,2
STU_000697,3
STU_000698,2
STU_000699,3
STU_000700,2
STU_000701,1
STU_000702,4
STU_000703,1
STU_000704,1
STU_000705,1
STU_000706,2
STU_000707,0
STU_000708,1
STU_000709,0
STU_000710,3
STU_000711,1
STU_000712,4
STU_000713,4
STU_000714,1
STU_000715,4
STU_000716,3
STU_000717,2
STU_000718,1
STU_000719,3
STU_000720,0
STU_000721,3
STU_000722,0
STU_000723,3
STU_000724,3
STU_000725,4
STU_000726,4
STU_000727,4
STU_000728,4
STU_000729,0
STU_000730,0
STU_000731,2
STU_000732,3
STU_000733,1
STU_000734,1
STU_000735,4
STU_000736,1
STU_000737,3
STU_000738,3
STU_000739,3
STU_000740,2
STU_000741,3
STU_000742,4
STU_000743,3
STU_000744,3
STU_000745,4
STU_000746,2
STU_000747,4
STU_000748,4
STU_000749,0
STU_000750,4
STU_000751,2
STU_000752,1
STU_000753,3
STU_000754,3
STU_000755,3
STU_000756,2
STU_000757,0
STU_000758,3
STU_000759,1
STU_000760,4
STU_000761,4
STU_000762,2
STU_000763,4
STU_000764,2
STU_000765,1
STU_000766,4
STU_000767,3
STU_000768,3
STU_000769,3
STU_000770,3
STU_000771,0
STU_000772,0
STU_000773,1
STU_000774,0
STU_000775,4
STU_000776,4
STU_000777,4
STU_000778,0
STU_000779,2
STU_000780,2
STU_000781,2
STU_000782,1
STU_000783,1
STU_000784,1
STU_000785,1
STU_000786,0
STU_000787,1
STU_000788,3
STU_000789,1
STU_000790,2
STU_000791,4
STU_000792,1
STU_000793,2
STU_000794,4
STU_000795,3
STU_000796,1
STU_000797,3
STU_000798,4
STU_000799,2
STU_000800,1
STU_000801,1
STU_000802,2
STU_000803,1
STU_000804,3
STU_000805,1
STU_000806,4
STU_000807,2
STU_000808,3
STU_000809,0
STU_000810,2
STU_000811,1
STU_000812,0
STU_000813,1
STU_000814,3
STU_000815,1
STU_000816,0
STU_000817,0
STU_000818,2
STU_000819,1
STU_000820,3
STU_000821,0
STU_000822,0
STU_000823,4
STU_000824,3
STU_000825,2
STU_000826,3
STU_000827,4
STU_000828,1
STU_000829,2
STU_000830,1
STU_000831,1
STU_000832,1
STU_000833,1
STU_000834,4
STU_000835,0
STU_000836,3
STU_000837,0
STU_000838,1
STU_000839,3
STU_000840,1
STU_000841,0
STU_000842,3
STU_000843,3
STU_000844,0
STU_000845,2
STU_000846,0
STU_000847,0
STU_000848,2
STU_000849,1
STU_000850,4
STU_000851,3
STU_000852,3
STU_000853,3
STU_000854,1
STU_000855,3
STU_000856,1
STU_000857,2
STU_000858,0
STU_000859,2
STU_000860,3
STU_000861,0
STU_000862,3
STU_000863,4
STU_000864,3
STU_000865,4
STU_000866,2
STU_000867,0
STU_000868,3
STU_000869,3
STU_000870,1
STU_000871,4
STU_000872,1
STU_000873,0
STU_000874,1
STU_000875,0
STU_000876,1
STU_000877,2
STU_000878,1
STU_000879,1
STU_000880,2
STU_000881,4
STU_000882,4
STU_000883,4
STU_000884,0
STU_000885,1
STU_000886,0
STU_000887,3
STU_000888,0
STU_000889,0
STU_000890,4
STU_000891,0
STU_000892,1
STU_000893,0
STU_000894,4
STU_000895,3
STU_000896,0
STU_000897,1
STU_000898,1
STU_000899,3
STU_000900,1
STU_000901,2
STU_000902,4
STU_000903,0
STU_000904,2
STU_000905,4
STU_000906,1
STU_000907,1
STU_000908,0
STU_000909,2
STU_000910,1
STU_000911,0
STU_000912,3
STU_000913,4
STU_000914,4
STU_000915,2
STU_000916,2
STU_000917,0
STU_000918,1
STU_000919,1
STU_000920,4
STU_000921,4
STU_000922,3
STU_000923,4
STU_000924,4
STU_000925,3
STU_000926,3
STU_000927,2
STU_000928,4
STU_000929,4
STU_000930,0
STU_000931,3
STU_000932,1
STU_000933,4
STU_000934,3
STU_000935,0
STU_000936,4
STU_000937,3
STU_000938,3
STU_000939,2
STU_000940,4
STU_000941,2
STU_000942,3
STU_000943,1
STU_000944,1
STU_000945,3
STU_000946,1
STU_000947,1
STU_000948,2
STU_000949,4
STU_000950,3
STU_000951,0
STU_000952,3
STU_000953,1
STU_000954,0
STU_000955,1
STU_000956,0
STU_000957,0
STU_000958,0
STU_000959,4
STU_000960,2
STU_000961,4
STU_000962,3
STU_000963,0
STU_000964,0
STU_000965,3
STU_000966,2
STU_000967,0
STU_000968,0
STU_000969,2
STU_000970,3
STU_000971,3
STU_000972,3
STU_000973,3
STU_000974,3
STU_000975,1
STU_000976,1
STU_000977,0
STU_000978,3
STU_000979,0
STU_000980,0
STU_000981,3
STU_000982,2
STU_000983,3
STU_000984,3
STU_000985,0
STU_000986,0
STU_000987,0
STU_000988,0
STU_000989,3
STU_000990,3
STU_000991,0
STU_000992,2
STU_000993,3
STU_000994,0
STU_000995,3
STU_000996,1
STU_000997,1
STU_000998,0
STU_000999,0
STU_001000,1
STU_001001,3
STU_001002,2
STU_001003,4
STU_001004,0
STU_001005,3
STU_001006,2
STU_001007,1
STU_001008,1
STU_001009,0
STU_001010,2
STU_001011,0
STU_001012,2
STU_001013,4
STU_001014,0
STU_001015,2
STU_001016,2
STU_001017,2
STU_001018,4
STU_001019,1
STU_001020,2
STU_001021,2
STU_001022,0
STU_001023,1
STU_001024,1
STU_001025,0
STU_001026,2
STU_001027,2
STU_001028,3
STU_001029,0
STU_001030,1
STU_001031,1
STU_001032,0
STU_001033,4
STU_001034,3
STU_001035,3
STU_001036,2
STU_001037,4
STU_001038,4
STU_001039,0
STU_001040,2
STU_001041,3
STU_001042,3
STU_001043,1
STU_001044,1
STU_001045,2
STU_001046,1
STU_001047,0
STU_001048,4
STU_001049,3
STU_001050,4
STU_001051,2
STU_001052,4
STU_001053,2
STU_001054,3
STU_001055,1
STU_001056,0
STU_001057,0
STU_001058,2
STU_001059,2
STU_001060,0
STU_001061,3
STU_001062,4
STU_001063,1
STU_001064,2
STU_001065,0
STU_001066,0
STU_001067,2
STU_001068,4
STU_001069,2
STU_001070,1
STU_001071,1
STU_001072,3
STU_001073,2
STU_001074,3
STU_001075,3
STU_001076,1
STU_001077,0
STU_001078,1
STU_001079,1
STU_001080,4
STU_001081,0
STU_001082,2
STU_001083,2
STU_001084,1
STU_001085,3
STU_001086,4
STU_001087,1
STU_001088,4
STU_001089,2
STU_001090,4
STU_001091,2
STU_001092,3
STU_001093,2
STU_001094,1
STU_001095,2
STU_001096,2
STU_001097,2
STU_001098,2
STU_001099,0
STU_001100,1
STU_001101,3
STU_001102,1
STU_001103,2
STU_001104,1
STU_001105,3
STU_001106,3
STU_001107,0
STU_001108,1
STU_001109,2
STU_001110,2
STU_001111,4
STU_001112,2
STU_001113,3
STU_001114,0
STU_001115,4
STU_001116,4
STU_001117,0
STU_001118,0
STU_001119,3
STU_001120,0
STU_001121,0
STU_001122,3
STU_001123,2
STU_001124,4
STU_001125,4
STU_001126,4
STU_001127,2
STU_001128,2
STU_001129,3
STU_001130,2
STU_001131,2
STU_001132,0
STU_001133,4
STU_001134,1
STU_001135,1
STU_001136,4
STU_001137,3
STU_001138,2
STU_001139,1
STU_001140,3
STU_001141,0
STU_001142,3
STU_001143,4
STU_001144,3
STU_001145,0
STU_001146,1
STU_001147,4
STU_001148,4
STU_001149,3
STU_001150,1
STU_001151,0
STU_001152,3
STU_001153,4
STU_001154,2
STU_001155,4
STU_001156,4
STU_001157,0
STU_001158,0
STU_001159,4
STU_001160,0
STU_001161,4
STU_001162,0
STU_001163,3
STU_001164,4
STU_001165,4
STU_001166,0
STU_001167,1
STU_001168,0
STU_001169,0
STU_001170,1
STU_001171,2
STU_001172,4
STU_001173,1
STU_001174,3
STU_001175,2
STU_001176,1
STU_001177,0
STU_001178,2
STU_001179,4
STU_001180,0
STU_001181,0
STU_001182,4
STU_001183,4
STU_001184,4
STU_001185,0
STU_001186,2
STU_001187,2
STU_001188,4
STU_001189,4
STU_001190,2
STU_001191,4
STU_001192,2
STU_001193,4
STU_001194,4
STU_001195,1
STU_001196,2
STU_001197,4
STU_001198,3
STU_001199,0
STU_001200,0
STU_001201,3
STU_001202,0
STU_001203,1
STU_001204,2
STU_001205,0
STU_001206,4
STU_001207,3
STU_001208,2
STU_001209,4
STU_001210,2
STU_001211,2
STU_001212,1
STU_001213,1
STU_001214,3
STU_001215,1
STU_001216,2
STU_001217,1
STU_001218,0
STU_001219,0
STU_001220,3
STU_001221,2
STU_001222,3
STU_001223,0
STU_001224,3
STU_001225,0
STU_001226,1
STU_001227,0
STU_001228,1
STU_001229,2
STU_001230,4
STU_001231,0
STU_001232,3
STU_001233,4
STU_001234,0
STU_001235,4
STU_001236,0
STU_001237,0
STU_001238,2
STU_001239,4
STU_001240,2
STU_001241,1
STU_001242,2
STU_001243,2
STU_001244,4
STU_001245,1
STU_001246,4
STU_001247,0
STU_001248,3
STU_001249,3
STU_001250,2
STU_001251,2
STU_001252,1
STU_001253,4
STU_001254,1
STU_001255,3
STU_001256,4
STU_001257,0
STU_001258,0
STU_001259,3
STU_001260,2
STU_001261,0
STU_001262,2
STU_001263,2
STU_001264,0
STU_001265,2
STU_001266,1
STU_001267,4
STU_001268,3
STU_001269,1
STU_001270,3
STU_001271,4
STU_001272,3
STU_001273,3
STU_001274,1
STU_001275,4
STU_001276,4
STU_001277,4
STU_001278,3
STU_001279,3
STU_001280,3
STU_001281,2
STU_001282,4
STU_001283,4
STU_001284,3
STU_001285,1
STU_001286,0
STU_001287,2
STU_001288,0
STU_001289,0
STU_001290,3
STU_001291,2
STU_001292,4
STU_001293,3
STU_001294,0
STU_001295,2
STU_001296,4
STU_001297,2
STU_001298,1
STU_001299,0
STU_001300,0
STU_001301,0
STU_001302,0
STU_001303,1
STU_001304,3
STU_001305,3
STU_001306,4
STU_001307,3
STU_001308,0
STU_001309,4
STU_001310,3
STU_001311,1
STU_001312,1
STU_001313,4
STU_001314,4
STU_001315,4
STU_001316,2
STU_001317,1
STU_001318,4
STU_001319,2
STU_001320,3
STU_001321,0
STU_001322,4
STU_001323,3
STU_001324,0
STU_001325,3
STU_001326,1
STU_001327,3
STU_001328,0
STU_001329,1
STU_001330,3
STU_001331,4
STU_001332,4
STU_001333,2
STU_001334,4
STU_001335,0
STU_001336,0
STU_001337,1
STU_001338,3
STU_001339,1
STU_001340,1
STU_001341,4
STU_001342,1
STU_001343,3
STU_001344,2
STU_001345,4
STU_001346,3
STU_001347,1
STU_001348,2
STU_001349,2
STU_001350,4
STU_001351,4
STU_001352,2
STU_001353,4
STU_001354,2
STU_001355,4
STU_001356,4
STU_001357,1
STU_001358,3
STU_001359,1
STU_001360,0
STU_001361,1
STU_001362,1
STU_001363,2
STU_001364,0
STU_001365,0
STU_001366,4
STU_001367,3
STU_001368,3
STU_001369,3
STU_001370,4
STU_001371,1
STU_001372,1
STU_001373,0
STU_001374,3
STU_001375,4
STU_001376,1
STU_001377,1
STU_001378,2
STU_001379,4
STU_001380,4
STU_001381,2
STU_001382,1
STU_001383,3
STU_001384,3
STU_001385,3
STU_001386,0
STU_001387,2
STU_001388,1
STU_001389,0
STU_001390,2
STU_001391,1
STU_001392,0
STU_001393,0
STU_001394,3
STU_001395,1
STU_001396,2
STU_001397,0
STU_001398,1
STU_001399,4
STU_001400,2
STU_001401,1
STU_001402,2
STU_001403,1
STU_001404,2
STU_001405,1
STU_001406,4
STU_001407,4
STU_001408,4
STU_001409,2
STU_001410,3
STU_001411,2
STU_001412,3
STU_001413,1
STU_001414,2
STU_001415,0
STU_001416,0
STU_001417,3
STU_001418,4
STU_001419,0
STU_001420,3
STU_001421,4
STU_001422,1
STU_001423,3
STU_001424,0
STU_001425,3
STU_001426,4
STU_001427,3
STU_001428,4
STU_001429,1
STU_001430,2
STU_001431,3
STU_001432,3
STU_001433,1
STU_001434,1
STU_001435,2
STU_001436,2
STU_001437,1
STU_001438,1
STU_001439,3
STU_001440,3
STU_001441,3
STU_001442,3
STU_001443,1
STU_001444,3
STU_001445,2
STU_001446,1
STU_001447,1
STU_001448,4
STU_001449,2
STU_001450,4
STU_001451,4
STU_001452,4
STU_001453,2
STU_001454,4
STU_001455,0
STU_001456,1
STU_001457,0
STU_001458,3
STU_001459,2
STU_001460,1
STU_001461,0
STU_001462,3
STU_001463,3
STU_001464,4
STU_001465,0
STU_001466,3
STU_001467,2
STU_001468,0
STU_001469,0
STU_001470,3
STU_001471,1
STU_001472,4
STU_001473,0
STU_001474,3
STU_001475,4
STU_001476,3
STU_001477,3
STU_001478,1
STU_001479,1
STU_001480,1
STU_001481,4
STU_001482,3
STU_001483,3
STU_001484,3
STU_001485,0
STU_001486,1
STU_001487,3
STU_001488,2
STU_001489,2
STU_001490,0
STU_001491,3
STU_001492,4
STU_001493,3
STU_001494,3
STU_001495,3
STU_001496,3
STU_001497,0
STU_001498,0
STU_001499,3
STU_001500,4
STU_001501,0
STU_001502,3
STU_001503,2
STU_001504,0
STU_001505,4
STU_001506,4
STU_001507,1
STU_001508,1
STU_001509,4
STU_001510,1
STU_001511,2
STU_001512,1
STU_001513,1
STU_001514,0
STU_001515,1
STU_001516,0
STU_001517,2
STU_001518,4
STU_001519,4
STU_001520,3
STU_001521,2
STU_001522,4
STU_001523,3
STU_001524,0
STU_001525,1
STU_001526,4
STU_001527,4
STU_001528,2
STU_001529,0
STU_001530,1
STU_001531,2
STU_001532,0
STU_001533,0
STU_001534,3
STU_001535,2
STU_001536,1
STU_001537,0
STU_001538,4
STU_001539,1
STU_001540,4
STU_001541,0
STU_001542,0
STU_001543,3
STU_001544,0
STU_001545,3
STU_001546,3
STU_001547,2
STU_001548,0
STU_001549,1
STU_001550,3
STU_001551,0
STU_001552,4
STU_001553,1
STU_001554,2
STU_001555,3
STU_001556,0
STU_001557,3
STU_001558,2
STU_001559,1
STU_001560,3
STU_001561,1
STU_001562,4
STU_001563,0
STU_001564,3
STU_001565,4
STU_001566,4
STU_001567,3
STU_001568,1
STU_001569,0
STU_001570,3
STU_001571,4
STU_001572,1
STU_001573,1
STU_001574,3
STU_001575,1
STU_001576,4
STU_001577,0
STU_001578,1
STU_001579,3
STU_001580,4
STU_001581,1
STU_001582,1
STU_001583,3
STU_001584,2
STU_001585,2
STU_001586,3
STU_001587,2
STU_001588,3
STU_001589,2
STU_001590,2
STU_001591,0
STU_001592,0
STU_001593,4
STU_001594,1
STU_001595,0
STU_001596,3
STU_001597,1
STU_001598,3
STU_001599,2
STU_001600,1
STU_001601,0
STU_001602,3
STU_001603,3
STU_001604,0
STU_001605,4
STU_001606,1
STU_001607,4
STU_001608,2
STU_001609,4
STU_001610,3
STU_001611,0
STU_001612,1
STU_001613,1
STU_001614,1
STU_001615,4
STU_001616,0
STU_001617,2
STU_001618,4
STU_001619,3
STU_001620,4
STU_001621,3
STU_001622,2
STU_001623,4
STU_001624,1
STU_001625,1
STU_001626,1
STU_001627,4
STU_001628,3
STU_001629,1
STU_001630,2
STU_001631,0
STU_001632,3
STU_001633,0
STU_001634,1
STU_001635,3
STU_001636,3
STU_001637,3
STU_001638,3
STU_001639,4
STU_001640,2
STU_001641,4
STU_001642,4
STU_001643,3
STU_001644,3
STU_001645,2
STU_001646,0
STU_001647,0
STU_001648,0
STU_001649,0
STU_001650,4
STU_001651,0
STU_001652,3
STU_001653,2
STU_001654,0
STU_001655,1
STU_001656,3
STU_001657,0
STU_001658,0
STU_001659,1
STU_001660,1
STU_001661,2
STU_001662,4
STU_001663,0
STU_001664,4
STU_001665,3
STU_001666,3
STU_001667,3
STU_001668,2
STU_001669,1
STU_001670,0
STU_001671,2
STU_001672,0
STU_001673,4
STU_001674,2
STU_001675,2
STU_001676,0
STU_001677,3
STU_001678,1
STU_001679,4
STU_001680,0
STU_001681,3
STU_001682,1
STU_001683,1
STU_001684,2
STU_001685,3
STU_001686,2
STU_001687,4
STU_001688,0
STU_001689,1
STU_001690,3
STU_001691,4
STU_001692,3
STU_001693,1
STU_001694,2
STU_001695,2
STU_001696,0
STU_001697,1
STU_001698,0
STU_001699,4
STU_001700,4
STU_001701,1
STU_001702,4
STU_001703,1
STU_001704,0
STU_001705,2
STU_001706,4
STU_001707,3
STU_001708,0
STU_001709,3
STU_001710,0
STU_001711,4
STU_001712,0
STU_001713,1
STU_001714,4
STU_001715,2
STU_001716,2
STU_001717,3
STU_001718,1
STU_001719,0
STU_001720,1
STU_001721,3
STU_001722,0
STU_001723,0
STU_001724,1
STU_001725,1
STU_001726,1
STU_001727,4
STU_001728,3
STU_001729,4
STU_001730,1
STU_001731,2
STU_001732,3
STU_001733,3
STU_001734,3
STU_001735,3
STU_001736,1
STU_001737,0
STU_001738,3
STU_001739,0
STU_001740,0
STU_001741,3
STU_001742,0
STU_001743,4
STU_001744,4
STU_001745,0
STU_001746,4
STU_001747,4
STU_001748,2
